Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of,Name-additional
1966,1,,9,FrRnd,9,Phillies,Y,$35000,Michael Biko (minors),RHP,,,,,,,,,,,,,HS,W. W. Samuell HS (Dallas TX),-9999
1966,1,,11,FrRnd,11,Braves,Y,$50000,Al Santorini (minors),RHP,0.2,127,137,1,.109,.278,127,17,38,4.29,1.47,3,HS,Union HS (Union NJ),santoal01
1966,1,,12,FrRnd,12,Indians,N,,John Curtis (minors),LHP,7.9,348,359,0,.175,.419,438,89,97,3.96,1.44,11,HS,Smithtown HS (Nesconset NY),curtijo01
1966,1,,13,FrRnd,13,Reds,Y,$40000,Gary Nolan (minors),RHP,25.9,247,529,1,.138,.371,250,110,70,3.08,1.15,0,HS,Oroville HS (Oroville CA),nolanga01
1966,1,,17,FrRnd,17,Giants,Y,$25000,Bob Reynolds (minors),RHP,2.7,11,4,0,.000,.000,140,14,16,3.15,1.32,21,HS,Ingraham HS (Seattle WA),reynobo01
1966,1,,19,FrRnd,19,Dodgers,Y,$50000,Larry Hutton (minors),RHP,,,,,,,,,,,,,HS,Greenfield HS (Greenfield IN),-9999
1965,1,,2,FrRnd,2,Mets,Y,$50000,Les Rohr (minors),LHP,-0.3,6,6,0,.000,.143,6,2,3,3.7,1.81,0,HS,Billings West HS (Billings MT),rohrle01
1965,1,,3,FrRnd,3,Senators,Y,$65000,Joe Coleman (minors),RHP,23.2,279,462,0,.106,.289,484,142,135,3.7,1.33,7,HS,Natick HS (Natick MA),colemjo05
1965,1,,6,FrRnd,6,Cubs,Y,$40000,Rick James (minors),RHP,-0.5,3,1,0,.000,.000,3,0,1,13.5,2.36,0,HS,Coffee HS (Florence AL),jamesri01
1965,1,,15,FrRnd,15,Orioles,Y,$30000,Scott McDonald (minors),RHP,,,,,,,,,,,,,HS,Marquette HS (Yakima WA),-9999
1965,1,,18,FrRnd,18,Phillies,N,,Mike Adamson (minors),RHP,-0.9,11,6,0,.333,1.000,11,0,4,7.46,1.97,0,HS,Point Loma HS (San Diego CA),adamsmi01
1965,1,,19,FrRnd,19,Yankees,Y,$35000,Bill Burbach (minors),RHP,-1.1,37,47,0,.085,.246,37,6,11,4.48,1.60,0,HS,Wahlert Catholic HS (Dubuque IA),burbabi01
